Latitude,Longitude,Ville
60.16985569999999,24.93837899999994,Helsinki
59.9342802,30.335098600000038,Saint-Petersbourg
59.9138688,10.752245399999993,Oslo
59.32932349999999,18.068580800000063,Stockholm
56.9496487,24.10518639999998,Riga
55.953252,-3.188266999999996,Edimbourg
55.864237,-4.251805999999988,Glasgow
55.755826,37.6173,Moscou
55.6760968,12.568337100000008,Copenhague
54.978252,-1.6177800000000389,Newcastle-upon-Tyne
54.6871555,25.279651400000034,Vilnius
54.59728500000001,-5.930119999999988,Belfast
53.8007554,-1.5490773999999874,Leeds
53.5510846,9.99368179999999,Hambourg
53.4807593,-2.2426305000000184,Manchester
53.4083714,-2.9915726000000404,Liverpool
53.38112899999999,-1.47008500000004,Sheffield
53.3498053,-6.260309699999993,Dublin
52.52000659999999,13.404953999999975,Berlin
52.48624299999999,-1.8904009999999971,Birmingham
52.3702157,4.895167899999933,Amsterdam
52.2296756,21.012228700000037,Varsovie
52.0704978,4.3006999000000405,La Haye
51.9244201,4.477732500000002,Rotterdam
51.5073509,-0.12775829999998223,Londres
51.2194475,4.40246430000002,Anvers
51.209348,3.2246995000000425,Bruges
51.05434220000001,3.717424299999948,Gand
50.937531,6.960278600000038,Cologne
50.9097004,-1.404350900000054,Southampton
50.8503396,4.351710300000036,Bruxelles
50.8197675,-1.0879769000000579,Portsmouth
50.719164,-1.8807689999999866,Bournemouth
50.62924999999999,3.057256000000052,Lille
50.4501,30.523400000000038,Kiev
50.1109221,8.682126700000026,Francfort
50.0755381,14.43780049999998,Prague
50.3599517,-4.008256299999971,Abidjan
49.2827291,-123.12073750000002,Vancouver
48.856614,2.3522219000000177,Paris
48.57340529999999,7.752111300000024,Strasbourg
48.20823499999999,16.373813799999994,Vienne
48.1351253,11.581980599999952,Munich
47.80949,13.055010000000038,Salzbourg
47.497912,19.04023499999994,Budapest
47.3768866,8.541694000000007,Zurich
47.218371,-1.553621000000021,Nantes
46.9479739,7.447446799999966,Berne
46.8138783,-71.2079809,Quebec
46.2043907,6.143157699999961,Geneve
45.8150108,15.981919000000062,Zagreb
45.764043,4.835658999999964,Lyon
45.5016889,-73.56725599999999,Montreal
45.4654219,9.18592430000001,Milan
45.4408474,12.31551509999997,Venise
45.4215296,-75.69719309999999,Ottawa
45.07031200000001,7.686856499999976,Turin
44.837789,-0.5791799999999512,Bordeaux
44.4267674,26.102538399999958,Bucarest
43.7695604,11.25581360000001,Florence
43.7101728,7.261953199999994,Nice
43.653226,-79.38318429999998,Toronto
43.610769,3.8767159999999876,Montpellier
43.604652,1.4442090000000007,Toulouse
43.296482,5.369779999999992,Marseille
42.69770819999999,23.321867500000053,Sofia
42.65066059999999,18.09442379999996,Dubrovnik
41.90278349999999,12.496365500000024,Rome
41.8781136,-87.62979819999998,Chicago
41.3850639,2.1734034999999494,Barcelone
41.1579438,-8.629105299999992,Porto
41.0082376,28.97835889999999,Istanbul
40.8517746,14.268124400000033,Naples
40.7127837,-74.00594130000002,New York
40.4167754,-3.7037901999999576,Madrid
40.710988599999999,-74.072092,Bogota
39.9333635,32.85974190000002,Ankara
39.904211,116.40739499999995,Pekin
39.4699075,-0.3762881000000107,Valence
38.9071923,-77.03687070000001,Washington D.C.
38.7222524,-9.139336599999979,Lisbonne
37.9838096,23.727538800000048,Athenes
37.7749295,-122.41941550000001,San Francisco
37.566535,126.97796919999996,Seoul
37.3890924,-5.984458899999936,Seville
36.8064948,10.181531599999971,Tunis
36.753768,3.0587560999999823,Alger
36.1699412,-115.13982959999998,Las Vegas
35.6894875,139.69170639999993,Tokyo
35.6891975,51.388973599999986,Teheran
35.1855659,33.38227640000002,Nicosie
34.6937378,135.50216509999996,Osaka
34.5553494,69.20748600000002,Kaboul
34.0522342,-118.2436849,Los Angeles
33.9715904,-6.849812899999961,Rabat
33.7293882,73.09314610000001,Islamabad
33.5731104,-7.589843400000063,Casablanca
33.3128057,44.36148750000007,Bagdad
32.6546275,51.66798259999996,Ispahan
31.768319,35.21370999999999,Jerusalem
31.230416,121.473701,Shanghai
30.0444196,31.23571160000006,Le Caire
30.139003,101.68685499999992,Kuala Lumpur
29.5917677,52.58369820000007,Chiraz
29.56301,106.551556,Chongqing
28.6139391,77.20902120000005,New Delhi
27.7172453,85.3239605,Katmandou
27.1766701,78.00807450000002,Agra
25.7616798,-80.19179020000001,Miami
25.6866142,-100.3161126,Monterrey
25.2048493,55.270782800000006,Dubai
24.8614622,67.00993879999999,Karachi
24.7135517,46.67529569999999,Riyad
24.453728418528172,54.37712287588511,Abou Dabi
23.810332,90.41251809999994,Dacca
23.1135925,-82.36659559999998,La Havane
22.572646,88.36389499999996,Calcutta
22.2783151,114.17469499999993,Hong-Kong
21.3890824,39.85791180000001,La Mecque
20.65969879999999,-103.34960920000003,Guadalajara
19.4326077,-99.13320799999997,Mexico
19.0759837,72.87765590000004,Bombay
17.385044,78.486671,Hyderabad
10.4805937,-66.90360629999998,Caracas
10.3553794,103.86774439999999,Singapour
-34.9011127,-56.16453139999999,Montevideo
-34.60368440000001,-58.381559100000004,Buenos Aires
-33.4378305,-70.65044920000003,Santiago de Chile
-26.2041028,28.047305100000017,Johannesburg
-23.5505199,-46.63330939999997,Sao Paulo
-22.9068467,-43.17289649999998,Rio de Janeiro
-20.8906596,55.45505359999993,Saint-Denis (La Reunion)
-18.8791902,47.50790549999999,Antananarivo
-15.7997654,-47.864471500000036,Brasilia
-12.046374,-77.0427934,Lima
37.1772794,-3.598652500000071,Grenade
